,Province,Municities,Barangay,Total
13487,GUIMARAS,BUENAVISTA,SAN PEDRO, 11 
13488,GUIMARAS,BUENAVISTA,SAN ROQUE, 29 
13489,GUIMARAS,BUENAVISTA,SANTO ROSARIO, 61 
13490,GUIMARAS,BUENAVISTA,SAWANG, 5 
13491,GUIMARAS,BUENAVISTA,SUPANG, 34 
13492,GUIMARAS,BUENAVISTA,TACAY, 12 
13493,GUIMARAS,BUENAVISTA,TAMINLA, 13 
13494,GUIMARAS,BUENAVISTA,TANAG, 12 
13495,GUIMARAS,BUENAVISTA,TASTASAN, 16 
13496,GUIMARAS,BUENAVISTA,TINADTARAN, 22 
13497,GUIMARAS,BUENAVISTA,UMILIG, 7 
13498,GUIMARAS,BUENAVISTA,ZALDIVAR, 14 
13499,GUIMARAS,JORDAN (CAPITAL),ALAGUISOC, 55 
13500,GUIMARAS,JORDAN (CAPITAL),BALCON MARAVILLA, 33 
13501,GUIMARAS,JORDAN (CAPITAL),BALCON MELLIZA, 20 
13502,GUIMARAS,JORDAN (CAPITAL),BUGNAY, 32 
13503,GUIMARAS,JORDAN (CAPITAL),BULUANGAN, 18 
13504,GUIMARAS,JORDAN (CAPITAL),ESPINOSA, 25 
13505,GUIMARAS,JORDAN (CAPITAL),HOSKYN, 60 
13506,GUIMARAS,JORDAN (CAPITAL),LAWI, 33 
13507,GUIMARAS,JORDAN (CAPITAL),MOROBUAN, 40 
13508,GUIMARAS,JORDAN (CAPITAL),POBLACION, 60 
13509,GUIMARAS,JORDAN (CAPITAL),RIZAL, 46 
13510,GUIMARAS,JORDAN (CAPITAL),SAN MIGUEL, 188 
13511,GUIMARAS,JORDAN (CAPITAL),SANTA TERESA, 105 
13512,GUIMARAS,JORDAN (CAPITAL),SINAPSAPAN, 36 
13513,GUIMARAS,NUEVA VALENCIA,CABALAGNAN, 43 
13514,GUIMARAS,NUEVA VALENCIA,CALAYA, 68 
13515,GUIMARAS,NUEVA VALENCIA,CANHAWAN, 8 
13516,GUIMARAS,NUEVA VALENCIA,CONCORDIA SUR, 43 
13517,GUIMARAS,NUEVA VALENCIA,DOLORES, 39 
13518,GUIMARAS,NUEVA VALENCIA,GUIWANON, 26 
13519,GUIMARAS,NUEVA VALENCIA,IGANG, 52 
13520,GUIMARAS,NUEVA VALENCIA,IGDARAPDAP, 21 
13521,GUIMARAS,NUEVA VALENCIA,LA PAZ, 34 
13522,GUIMARAS,NUEVA VALENCIA,LANIPE, 49 
13523,GUIMARAS,NUEVA VALENCIA,LUCMAYAN, 23 
13524,GUIMARAS,NUEVA VALENCIA,MAGAMAY, 29 
13525,GUIMARAS,NUEVA VALENCIA,NAPANDONG, 28 
13526,GUIMARAS,NUEVA VALENCIA,ORACON SUR, 46 
13527,GUIMARAS,NUEVA VALENCIA,PANDARAONAN, 31 
13528,GUIMARAS,NUEVA VALENCIA,PANOBOLON, 8 
13529,GUIMARAS,NUEVA VALENCIA,POBLACION, 75 
13530,GUIMARAS,NUEVA VALENCIA,SALVACION, 50 
13531,GUIMARAS,NUEVA VALENCIA,SAN ANTONIO, 27 
13532,GUIMARAS,NUEVA VALENCIA,SAN ROQUE, 24 
13533,GUIMARAS,NUEVA VALENCIA,SANTO DOMINGO, 20 
13534,GUIMARAS,NUEVA VALENCIA,TANDO, 21 
13535,GUIMARAS,SAN LORENZO,AGUILAR, 28 
13536,GUIMARAS,SAN LORENZO,CABANO, 68 
13537,GUIMARAS,SAN LORENZO,CABUNGAHAN, 32 
13538,GUIMARAS,SAN LORENZO,CONSTANCIA, 49 
13539,GUIMARAS,SAN LORENZO,GABAN, 41 
13540,GUIMARAS,SAN LORENZO,IGCAWAYAN, 19 
13541,GUIMARAS,SAN LORENZO,M. CHAVEZ, 39 
13542,GUIMARAS,SAN LORENZO,SAN ENRIQUE (LEBAS), 23 
13543,GUIMARAS,SAN LORENZO,SAPAL, 24 
13544,GUIMARAS,SAN LORENZO,SEBARIO, 35 
13545,GUIMARAS,SAN LORENZO,SUCLARAN, 42 
13546,GUIMARAS,SAN LORENZO,TAMBORONG, 21 
13547,GUIMARAS,SIBUNAG,ALEGRIA, 20 
13548,GUIMARAS,SIBUNAG,AYANGAN, 30 
13549,GUIMARAS,SIBUNAG,BUBOG, 11 
13550,GUIMARAS,SIBUNAG,CONCORDIA NORTE, 16 
13551,GUIMARAS,SIBUNAG,DASAL, 36 
13552,GUIMARAS,SIBUNAG,INAMPOLOGAN, 1 
13553,GUIMARAS,SIBUNAG,MAABAY, 42 
13554,GUIMARAS,SIBUNAG,MILLAN, 42 
13555,GUIMARAS,SIBUNAG,ORACON NORTE, 14 
13556,GUIMARAS,SIBUNAG,RAVINA, 35 
13557,GUIMARAS,SIBUNAG,SABANG, 21 
13558,GUIMARAS,SIBUNAG,SAN ISIDRO, 19 
13559,GUIMARAS,SIBUNAG,SEBASTE, 35 
13560,GUIMARAS,SIBUNAG,TANGLAD, 9 
13561,IFUGAO,AGUINALDO,AWAYAN, 7 
13562,IFUGAO,AGUINALDO,BUNHIAN, 4 
13563,IFUGAO,AGUINALDO,BUTAC, 1 
13564,IFUGAO,AGUINALDO,CHALALO, 6 
13565,IFUGAO,AGUINALDO,DAMAG, 4 
13566,IFUGAO,AGUINALDO,GALONOGON, 13 
13567,IFUGAO,AGUINALDO,HALAG, 5 
13568,IFUGAO,AGUINALDO,ITAB, 1 
13569,IFUGAO,AGUINALDO,JACMAL, 7 
13570,IFUGAO,AGUINALDO,MAJLONG, 2 
13571,IFUGAO,AGUINALDO,MONGAYANG, 6 
13572,IFUGAO,AGUINALDO,POSNAAN, 19 
13573,IFUGAO,AGUINALDO,TA-ANG, 3 
13574,IFUGAO,AGUINALDO,TALITE, 5 
13575,IFUGAO,AGUINALDO,UBAO, 25 
13576,IFUGAO,ALFONSO LISTA (POTIA),BANGAR, 3 
13577,IFUGAO,ALFONSO LISTA (POTIA),BUSILAC, 11 
13578,IFUGAO,ALFONSO LISTA (POTIA),CALIMAG, 7 
13579,IFUGAO,ALFONSO LISTA (POTIA),CALUPAAN, 13 
13580,IFUGAO,ALFONSO LISTA (POTIA),CARAGASAN, 23 
13581,IFUGAO,ALFONSO LISTA (POTIA),DOLOWOG, 9 
13582,IFUGAO,ALFONSO LISTA (POTIA),KILING, 18 
13583,IFUGAO,ALFONSO LISTA (POTIA),LAYA, 7 
13584,IFUGAO,ALFONSO LISTA (POTIA),LITTLE TADIAN, 14 
13585,IFUGAO,ALFONSO LISTA (POTIA),NAMILLANGAN, 45 
13586,IFUGAO,ALFONSO LISTA (POTIA),NAMNAMA, 13 
13587,IFUGAO,ALFONSO LISTA (POTIA),NGILEB, 24 
13588,IFUGAO,ALFONSO LISTA (POTIA),PINTO, 37 
13589,IFUGAO,ALFONSO LISTA (POTIA),POBLACION, 30 
13590,IFUGAO,ALFONSO LISTA (POTIA),SAN JOSE, 8 
13591,IFUGAO,ALFONSO LISTA (POTIA),SAN JUAN, 9 
13592,IFUGAO,ALFONSO LISTA (POTIA),SAN MARCOS, 10 
13593,IFUGAO,ALFONSO LISTA (POTIA),SAN QUINTIN, 19 
13594,IFUGAO,ALFONSO LISTA (POTIA),SANTA MARIA, 51 
13595,IFUGAO,ALFONSO LISTA (POTIA),SANTO DOMINGO (CABICALAN), 36 
13596,IFUGAO,ASIPULO,AMDUNTOG, 17 
13597,IFUGAO,ASIPULO,ANTIPOLO, 12 
13598,IFUGAO,ASIPULO,CAMANDAG, 2 
13599,IFUGAO,ASIPULO,CAWAYAN, 3 
13600,IFUGAO,ASIPULO,HALLAP, 15 
13601,IFUGAO,ASIPULO,NAMAL, 2 
13602,IFUGAO,ASIPULO,NUNGAWA, 5 
13603,IFUGAO,ASIPULO,PANUBTUBAN, 3 
13604,IFUGAO,ASIPULO,PULA, 10 
13605,IFUGAO,BANAUE,AMGANAD, 16 
13606,IFUGAO,BANAUE,ANABA, 6 
13607,IFUGAO,BANAUE,BALAWIS, 4 
13608,IFUGAO,BANAUE,BANGAAN, 5 
13609,IFUGAO,BANAUE,BATAD, 9 
13610,IFUGAO,BANAUE,BOCOS, 19 
13611,IFUGAO,BANAUE,CAMBULO, 7 
13612,IFUGAO,BANAUE,DUCLIGAN, 7 
13613,IFUGAO,BANAUE,GOHANG, 12 
13614,IFUGAO,BANAUE,KINAKIN, 10 
13615,IFUGAO,BANAUE,OHAJ, 12 
13616,IFUGAO,BANAUE,POBLACION, 28 
13617,IFUGAO,BANAUE,POITAN, 13 
13618,IFUGAO,BANAUE,PULA, 2 
13619,IFUGAO,BANAUE,SAN FERNANDO, 11 
13620,IFUGAO,BANAUE,TAM-AN, 21 
13621,IFUGAO,BANAUE,VIEW POINT, 22 
13622,IFUGAO,HINGYON,ANAO, 2 
13623,IFUGAO,HINGYON,BANGTINON, 2 
13624,IFUGAO,HINGYON,BITU, 5 
13625,IFUGAO,HINGYON,CABABUYAN, 8 
13626,IFUGAO,HINGYON,MOMPOLIA, 10 
13627,IFUGAO,HINGYON,NAMULDITAN, 12 
13628,IFUGAO,HINGYON,NORTHERN CABABUYAN, 2 
13629,IFUGAO,HINGYON,O-ONG, 20 
13630,IFUGAO,HINGYON,PIWONG, 12 
13631,IFUGAO,HINGYON,POBLACION (HINGYON), 15 
13632,IFUGAO,HINGYON,UBUAG, 2 
13633,IFUGAO,HINGYON,UMALBONG, 6 
13634,IFUGAO,HUNGDUAN,ABATAN, 4 
13635,IFUGAO,HUNGDUAN,BA-ANG, 11 
13636,IFUGAO,HUNGDUAN,BANGBANG, 9 
13637,IFUGAO,HUNGDUAN,BOKIAWAN, 9 
13638,IFUGAO,HUNGDUAN,HAPAO, 27 
13639,IFUGAO,HUNGDUAN,LUBO-ONG, 6 
13640,IFUGAO,HUNGDUAN,MAGGOK, 2 
13641,IFUGAO,HUNGDUAN,NUNGULUNAN, 9 
13642,IFUGAO,HUNGDUAN,POBLACION, 20 
13643,IFUGAO,KIANGAN,AMBABAG, 7 
13644,IFUGAO,KIANGAN,BAGUINGE, 35 
13645,IFUGAO,KIANGAN,BOKIAWAN, 7 
13646,IFUGAO,KIANGAN,BOLOG, 12 
13647,IFUGAO,KIANGAN,DALLIGAN, 1 
13648,IFUGAO,KIANGAN,DUIT, 32 
13649,IFUGAO,KIANGAN,HUCAB, 16 
13650,IFUGAO,KIANGAN,JULONGAN, 10 
13651,IFUGAO,KIANGAN,MUNGAYANG, 9 
13652,IFUGAO,KIANGAN,NAGACADAN, 7 
13653,IFUGAO,KIANGAN,PINDONGAN, 7 
13654,IFUGAO,KIANGAN,POBLACION, 17 
13655,IFUGAO,KIANGAN,TUPLAC, 20 
13656,IFUGAO,LAGAWE (CAPITAL),ABINUAN, 3 
13657,IFUGAO,LAGAWE (CAPITAL),BANGA, 2 
13658,IFUGAO,LAGAWE (CAPITAL),BOLIWONG, 24 
13659,IFUGAO,LAGAWE (CAPITAL),BURNAY, 17 
13660,IFUGAO,LAGAWE (CAPITAL),BUYABUYAN, 1 
13661,IFUGAO,LAGAWE (CAPITAL),CABA, 10 
13662,IFUGAO,LAGAWE (CAPITAL),CUDOG, 29 
13663,IFUGAO,LAGAWE (CAPITAL),DULAO, 5 
13664,IFUGAO,LAGAWE (CAPITAL),JUCBONG, 1 
13665,IFUGAO,LAGAWE (CAPITAL),LUTA, 3 
13666,IFUGAO,LAGAWE (CAPITAL),MONTABIONG, 1 
13667,IFUGAO,LAGAWE (CAPITAL),OLILICON, 6 
13668,IFUGAO,LAGAWE (CAPITAL),POBLACION EAST, 35 
13669,IFUGAO,LAGAWE (CAPITAL),POBLACION NORTH, 29 
13670,IFUGAO,LAGAWE (CAPITAL),POBLACION SOUTH, 11 
13671,IFUGAO,LAGAWE (CAPITAL),POBLACION WEST, 30 
13672,IFUGAO,LAGAWE (CAPITAL),PONGHAL, 1 
13673,IFUGAO,LAGAWE (CAPITAL),PULLAAN, 1 
13674,IFUGAO,LAGAWE (CAPITAL),TUNGNGOD, 8 
13675,IFUGAO,LAGAWE (CAPITAL),TUPAYA, 11 
13676,IFUGAO,LAMUT,AMBASA, 8 
13677,IFUGAO,LAMUT,BIMPAL, 19 
13678,IFUGAO,LAMUT,HAPID, 23 
13679,IFUGAO,LAMUT,HOLOWON, 10 
13680,IFUGAO,LAMUT,LAWIG, 27 
13681,IFUGAO,LAMUT,LUCBAN, 13 
13682,IFUGAO,LAMUT,MABATOBATO (LAMUT), 32 
13683,IFUGAO,LAMUT,MAGULON, 18 
13684,IFUGAO,LAMUT,NAYON, 24 
13685,IFUGAO,LAMUT,PANOPDOPAN, 13 
13686,IFUGAO,LAMUT,PAYAWAN, 14 
13687,IFUGAO,LAMUT,PIEZA, 7 
13688,IFUGAO,LAMUT,POBLACION EAST, 27 
13689,IFUGAO,LAMUT,POBLACION WEST, 47 
13690,IFUGAO,LAMUT,PUGOL (IFUGAO RESERVATION), 23 
13691,IFUGAO,LAMUT,SALAMAGUE, 7 
13692,IFUGAO,LAMUT,SANAFE, 15 
13693,IFUGAO,LAMUT,UMILAG, 10 
13694,IFUGAO,MAYOYAO,ADUYONGAN, 4 
13695,IFUGAO,MAYOYAO,ALIMIT, 4 
13696,IFUGAO,MAYOYAO,AYANGAN, 2 
13697,IFUGAO,MAYOYAO,BALANGBANG, 3 
13698,IFUGAO,MAYOYAO,BANAO, 1 
13699,IFUGAO,MAYOYAO,BANHAL, 3 
13700,IFUGAO,MAYOYAO,BATO-ALATBANG, 6 
13701,IFUGAO,MAYOYAO,BONGAN, 2 
13702,IFUGAO,MAYOYAO,CHAYA, 4 
13703,IFUGAO,MAYOYAO,CHUMANG, 1 
13704,IFUGAO,MAYOYAO,GUINIHON, 5 
13705,IFUGAO,MAYOYAO,MAGA, 1 
13706,IFUGAO,MAYOYAO,MAGULON, 2 
13707,IFUGAO,MAYOYAO,MAPAWOY, 3 
13708,IFUGAO,MAYOYAO,MAYOYAO PROPER, 3 
13709,IFUGAO,MAYOYAO,NALBU, 1 
13710,IFUGAO,MAYOYAO,NATTUM, 2 
13711,IFUGAO,MAYOYAO,POBLACION, 9 
13712,IFUGAO,MAYOYAO,TALBOC, 5 
13713,IFUGAO,MAYOYAO,TULAED, 3 
13714,IFUGAO,TINOC,AHIN, 1 
13715,IFUGAO,TINOC,AP-APID, 2 
13716,IFUGAO,TINOC,BINABLAYAN, 7 
13717,IFUGAO,TINOC,EHEB, 2 
13718,IFUGAO,TINOC,GUMHANG, 3 
13719,IFUGAO,TINOC,IMPUGONG, 4 
13720,IFUGAO,TINOC,LUHONG, 5 
13721,IFUGAO,TINOC,TINOC, 17 
13722,IFUGAO,TINOC,TUKUCAN, 1 
13723,IFUGAO,TINOC,TULLUDAN, 4 
13724,IFUGAO,TINOC,WANGWANG, 8 
13725,ILOCOS NORTE,ADAMS,ADAMS (POB.), 11 
13726,ILOCOS NORTE,BACARRA,BANI, 23 
13727,ILOCOS NORTE,BACARRA,BUYON, 33 
13728,ILOCOS NORTE,BACARRA,CABARUAN, 26 
13729,ILOCOS NORTE,BACARRA,CABULALAAN, 17 
13730,ILOCOS NORTE,BACARRA,CABUSLIGAN, 17 
13731,ILOCOS NORTE,BACARRA,CADARATAN, 28 
13732,ILOCOS NORTE,BACARRA,CALIOET-LIBONG, 16 
13733,ILOCOS NORTE,BACARRA,CASILIAN, 11 
13734,ILOCOS NORTE,BACARRA,COROCOR, 16 
13735,ILOCOS NORTE,BACARRA,DURIPES, 29 
13736,ILOCOS NORTE,BACARRA,GANAGAN, 12 
13737,ILOCOS NORTE,BACARRA,LIBTONG, 37 
13738,ILOCOS NORTE,BACARRA,MACUPIT, 19 
13739,ILOCOS NORTE,BACARRA,NAMBARAN, 20 
13740,ILOCOS NORTE,BACARRA,NATBA, 10 
13741,ILOCOS NORTE,BACARRA,PANINAAN, 3 
13742,ILOCOS NORTE,BACARRA,PASIOCAN, 19 
13743,ILOCOS NORTE,BACARRA,PASNGAL, 24 
13744,ILOCOS NORTE,BACARRA,PIPIAS, 18 
13745,ILOCOS NORTE,BACARRA,PULANGI, 15 
13746,ILOCOS NORTE,BACARRA,PUNGTO, 16 
13747,ILOCOS NORTE,BACARRA,SAN AGUSTIN I (POB.), 19 
13748,ILOCOS NORTE,BACARRA,SAN AGUSTIN II (POB.), 6 
13749,ILOCOS NORTE,BACARRA,SAN ANDRES I (POB.), 12 
13750,ILOCOS NORTE,BACARRA,SAN ANDRES II (POB.), 15 
13751,ILOCOS NORTE,BACARRA,SAN GABRIEL I (POB.), 6 
13752,ILOCOS NORTE,BACARRA,SAN GABRIEL II (POB.), 4 
13753,ILOCOS NORTE,BACARRA,SAN PEDRO I (POB.), 9 
13754,ILOCOS NORTE,BACARRA,SAN PEDRO II (POB.), 20 
13755,ILOCOS NORTE,BACARRA,SAN ROQUE I (POB.), 8 
13756,ILOCOS NORTE,BACARRA,SAN ROQUE II (POB.), 12 
13757,ILOCOS NORTE,BACARRA,SAN SIMON I (POB.), 17 
13758,ILOCOS NORTE,BACARRA,SAN SIMON II (POB.), 13 
13759,ILOCOS NORTE,BACARRA,SAN VICENTE (POB.), 11 
13760,ILOCOS NORTE,BACARRA,SANGIL, 12 
13761,ILOCOS NORTE,BACARRA,SANTA FILOMENA I (POB.), 4 
13762,ILOCOS NORTE,BACARRA,SANTA FILOMENA II (POB.), 6 
13763,ILOCOS NORTE,BACARRA,SANTA RITA (POB.), 23 
13764,ILOCOS NORTE,BACARRA,SANTO CRISTO I (POB.), 10 
13765,ILOCOS NORTE,BACARRA,SANTO CRISTO II (POB.), 10 
13766,ILOCOS NORTE,BACARRA,TAMBIDAO, 13 
13767,ILOCOS NORTE,BACARRA,TEPPANG, 8 
13768,ILOCOS NORTE,BACARRA,TUBBURAN, 13 
13769,ILOCOS NORTE,BADOC,ALAY-NANGBABAAN (ALAY 15-B), 22 
13770,ILOCOS NORTE,BADOC,ALOGOOG, 25 
13771,ILOCOS NORTE,BADOC,AR-ARUSIP, 8 
13772,ILOCOS NORTE,BADOC,ARING, 34 
13773,ILOCOS NORTE,BADOC,BALBALDEZ, 3 
13774,ILOCOS NORTE,BADOC,BATO, 10 
13775,ILOCOS NORTE,BADOC,CAMANGA, 21 
13776,ILOCOS NORTE,BADOC,CANAAN (POB.), 13 
13777,ILOCOS NORTE,BADOC,CARAITAN, 27 
13778,ILOCOS NORTE,BADOC,GABUT NORTE, 12 
13779,ILOCOS NORTE,BADOC,GABUT SUR, 17 
13780,ILOCOS NORTE,BADOC,GARRETA (POB.), 27 
13781,ILOCOS NORTE,BADOC,LA VIRGEN MILAGROSA (PAGUETPET), 12 
13782,ILOCOS NORTE,BADOC,LABUT, 4 
13783,ILOCOS NORTE,BADOC,LACUBEN, 20 
13784,ILOCOS NORTE,BADOC,LUBIGAN, 24 
13785,ILOCOS NORTE,BADOC,MABUSAG NORTE, 14 
13786,ILOCOS NORTE,BADOC,MABUSAG SUR, 20 
13787,ILOCOS NORTE,BADOC,MADUPAYAS, 4 
13788,ILOCOS NORTE,BADOC,MORONG, 12 
13789,ILOCOS NORTE,BADOC,NAGREBCAN, 4 
13790,ILOCOS NORTE,BADOC,NAPU, 22 
13791,ILOCOS NORTE,BADOC,PAGSANAHAN NORTE, 27 
13792,ILOCOS NORTE,BADOC,PAGSANAHAN SUR, 22 
13793,ILOCOS NORTE,BADOC,PALTIT, 21 
13794,ILOCOS NORTE,BADOC,PARANG, 12 
13795,ILOCOS NORTE,BADOC,PASUC, 12 
13796,ILOCOS NORTE,BADOC,SANTA CRUZ NORTE, 23 
13797,ILOCOS NORTE,BADOC,SANTA CRUZ SUR, 5 
13798,ILOCOS NORTE,BADOC,SAUD, 29 
13799,ILOCOS NORTE,BADOC,TUROD, 5 
13800,ILOCOS NORTE,BANGUI,ABACA, 26 
13801,ILOCOS NORTE,BANGUI,BACSIL, 4 
13802,ILOCOS NORTE,BANGUI,BANBAN, 12 
13803,ILOCOS NORTE,BANGUI,BARUYEN, 28 
13804,ILOCOS NORTE,BANGUI,DADAOR, 3 
13805,ILOCOS NORTE,BANGUI,LANAO, 29 
13806,ILOCOS NORTE,BANGUI,MALASIN, 10 
13807,ILOCOS NORTE,BANGUI,MANAYON, 23 
13808,ILOCOS NORTE,BANGUI,MASIKIL, 8 
13809,ILOCOS NORTE,BANGUI,NAGBALAGAN, 15 
13810,ILOCOS NORTE,BANGUI,PAYAC, 11 
13811,ILOCOS NORTE,BANGUI,SAN LORENZO (POB.), 33 
13812,ILOCOS NORTE,BANGUI,TAGUIPORO, 13 
13813,ILOCOS NORTE,BANGUI,UTOL, 8 
13814,ILOCOS NORTE,BANNA (ESPIRITU),BALIOEG, 13 
13815,ILOCOS NORTE,BANNA (ESPIRITU),BANGSAR, 10 
13816,ILOCOS NORTE,BANNA (ESPIRITU),BARBARANGAY, 17 
13817,ILOCOS NORTE,BANNA (ESPIRITU),BINACAG, 16 
13818,ILOCOS NORTE,BANNA (ESPIRITU),BOMITOG, 17 
13819,ILOCOS NORTE,BANNA (ESPIRITU),BUGASI, 15 
13820,ILOCOS NORTE,BANNA (ESPIRITU),CAESTEBANAN, 10 
13821,ILOCOS NORTE,BANNA (ESPIRITU),CARIBQUIB, 25 
13822,ILOCOS NORTE,BANNA (ESPIRITU),CATAGTAGUEN, 18 
13823,ILOCOS NORTE,BANNA (ESPIRITU),CRISPINA, 24 
13824,ILOCOS NORTE,BANNA (ESPIRITU),HILARIO (POB.), 15 
13825,ILOCOS NORTE,BANNA (ESPIRITU),IMELDA, 13 
13826,ILOCOS NORTE,BANNA (ESPIRITU),LORENZO (POB.), 20 
13827,ILOCOS NORTE,BANNA (ESPIRITU),MACAYEPYEP, 29 
13828,ILOCOS NORTE,BANNA (ESPIRITU),MARCOS (POB.), 23 
13829,ILOCOS NORTE,BANNA (ESPIRITU),NAGPATAYAN, 14 
13830,ILOCOS NORTE,BANNA (ESPIRITU),SINAMAR, 15 
13831,ILOCOS NORTE,BANNA (ESPIRITU),TABTABAGAN, 22 
13832,ILOCOS NORTE,BANNA (ESPIRITU),VALDEZ, 15 
13833,ILOCOS NORTE,BANNA (ESPIRITU),VALENCIANO (POB.), 16 
13834,ILOCOS NORTE,BATAC CITY,ABLAN POB. (LABUCAO), 22 
13835,ILOCOS NORTE,BATAC CITY,ACOSTA POB. (ILOILO), 28 
13836,ILOCOS NORTE,BATAC CITY,AGLIPAY (POB.), 34 
13837,ILOCOS NORTE,BATAC CITY,BAAY, 84 
13838,ILOCOS NORTE,BATAC CITY,BALIGAT, 54 
13839,ILOCOS NORTE,BATAC CITY,BAOA EAST, 14 
13840,ILOCOS NORTE,BATAC CITY,BAOA WEST, 28 
13841,ILOCOS NORTE,BATAC CITY,BARANI (POB.), 15 
13842,ILOCOS NORTE,BATAC CITY,BEN-AGAN (POB.), 12 
13843,ILOCOS NORTE,BATAC CITY,BIL-LOCA, 75 
13844,ILOCOS NORTE,BATAC CITY,BININGAN, 4 
13845,ILOCOS NORTE,BATAC CITY,BUNGON, 44 
13846,ILOCOS NORTE,BATAC CITY,CALLAGUIP (POB.), 23 
13847,ILOCOS NORTE,BATAC CITY,CAMANDINGAN, 26 
13848,ILOCOS NORTE,BATAC CITY,CAMGUIDAN, 5 
13849,ILOCOS NORTE,BATAC CITY,CANGRUNAAN (POB.), 27 
13850,ILOCOS NORTE,BATAC CITY,CAPACUAN, 8 
13851,ILOCOS NORTE,BATAC CITY,CAUNAYAN (POB.), 33 
13852,ILOCOS NORTE,BATAC CITY,COLO, 22 
13853,ILOCOS NORTE,BATAC CITY,DARIWDIW, 65 
13854,ILOCOS NORTE,BATAC CITY,LACUB (POB.), 17 
13855,ILOCOS NORTE,BATAC CITY,MABALENG, 28 
13856,ILOCOS NORTE,BATAC CITY,MAGNUANG, 63 
13857,ILOCOS NORTE,BATAC CITY,MAIPALIG, 11 
13858,ILOCOS NORTE,BATAC CITY,NAGBACALAN, 30 
13859,ILOCOS NORTE,BATAC CITY,NAGUIRANGAN, 30 
13860,ILOCOS NORTE,BATAC CITY,PALONGPONG, 27 
13861,ILOCOS NORTE,BATAC CITY,PALPALICONG (POB.), 30 
13862,ILOCOS NORTE,BATAC CITY,PARANGOPONG, 23 
13863,ILOCOS NORTE,BATAC CITY,PAYAO, 32 
13864,ILOCOS NORTE,BATAC CITY,PIMENTEL (CUBOL), 26 
13865,ILOCOS NORTE,BATAC CITY,QUILING NORTE, 30 
13866,ILOCOS NORTE,BATAC CITY,QUILING SUR, 70 
13867,ILOCOS NORTE,BATAC CITY,QUIOM, 15 
13868,ILOCOS NORTE,BATAC CITY,RAYURAY, 21 
13869,ILOCOS NORTE,BATAC CITY,RICARTE POB. (NALASIN), 28 
13870,ILOCOS NORTE,BATAC CITY,SAN JULIAN (POB.), 9 
13871,ILOCOS NORTE,BATAC CITY,SAN MATEO, 32 
13872,ILOCOS NORTE,BATAC CITY,SAN PEDRO, 22 
13873,ILOCOS NORTE,BATAC CITY,SUABIT (POB.), 35 
13874,ILOCOS NORTE,BATAC CITY,SUMADER, 23 
13875,ILOCOS NORTE,BATAC CITY,TABUG, 86 
13876,ILOCOS NORTE,BATAC CITY,VALDEZ POB. (CAOAYAN), 16 
13877,ILOCOS NORTE,BURGOS,ABLAN SARAT, 21 
13878,ILOCOS NORTE,BURGOS,AGAGA, 5 
13879,ILOCOS NORTE,BURGOS,BAYOG, 13 
13880,ILOCOS NORTE,BURGOS,BOBON, 18 
13881,ILOCOS NORTE,BURGOS,BUDUAN (MALITUEK), 17 
13882,ILOCOS NORTE,BURGOS,NAGSUROT, 10 
13883,ILOCOS NORTE,BURGOS,PAAYAS, 16 
13884,ILOCOS NORTE,BURGOS,PAGALI, 8 
13885,ILOCOS NORTE,BURGOS,POBLACION, 26 
13886,ILOCOS NORTE,BURGOS,SAOIT, 9 
13887,ILOCOS NORTE,BURGOS,TANAP, 8 
13888,ILOCOS NORTE,CARASI,ANGSET, 2 
13889,ILOCOS NORTE,CARASI,BARBAQUESO (POB.), 12 
13890,ILOCOS NORTE,CARASI,VIRBIRA, 13 
13891,ILOCOS NORTE,CURRIMAO,ANGGAPANG NORTE, 4 
13892,ILOCOS NORTE,CURRIMAO,ANGGAPANG SUR, 1 
13893,ILOCOS NORTE,CURRIMAO,BIMMANGA, 7 
13894,ILOCOS NORTE,CURRIMAO,CABUUSAN, 7 
13895,ILOCOS NORTE,CURRIMAO,COMCOMLOONG, 2 
13896,ILOCOS NORTE,CURRIMAO,GAANG, 31 
13897,ILOCOS NORTE,CURRIMAO,LANG-AYAN-BARAMBAN, 9 
13898,ILOCOS NORTE,CURRIMAO,LIOES, 10 
13899,ILOCOS NORTE,CURRIMAO,MAGLAOI CENTRO, 4 
13900,ILOCOS NORTE,CURRIMAO,MAGLAOI NORTE, 20 
13901,ILOCOS NORTE,CURRIMAO,MAGLAOI SUR, 11 
13902,ILOCOS NORTE,CURRIMAO,PAGULUDAN-SALINDEG, 9 
13903,ILOCOS NORTE,CURRIMAO,PANGIL, 13 
13904,ILOCOS NORTE,CURRIMAO,PIAS NORTE, 15 
13905,ILOCOS NORTE,CURRIMAO,PIAS SUR, 13 
13906,ILOCOS NORTE,CURRIMAO,POBLACION I, 20 
13907,ILOCOS NORTE,CURRIMAO,POBLACION II, 17 
13908,ILOCOS NORTE,CURRIMAO,SALUGAN, 5 
13909,ILOCOS NORTE,CURRIMAO,SAN SIMEON, 5 
13910,ILOCOS NORTE,CURRIMAO,SANTA CRUZ, 6 
13911,ILOCOS NORTE,CURRIMAO,TAPAO-TIGUE, 20 
13912,ILOCOS NORTE,CURRIMAO,TORRE, 4 
13913,ILOCOS NORTE,CURRIMAO,VICTORIA, 13 
13914,ILOCOS NORTE,DINGRAS,ALBANO (POB.), 18 
13915,ILOCOS NORTE,DINGRAS,BACSIL, 14 
